location,date,total_cases,new_cases
Brazil,2020-06-08,707412.0,15654.0
Brazil,2020-06-09,739503.0,32091.0
Brazil,2020-06-10,772416.0,32913.0
Brazil,2020-06-11,802828.0,30412.0
Brazil,2020-06-12,828810.0,25982.0
Brazil,2020-06-13,850514.0,21704.0
Brazil,2020-06-14,867624.0,17110.0
Brazil,2020-06-15,888271.0,20647.0
Brazil,2020-06-16,923189.0,34918.0
Brazil,2020-06-17,955377.0,32188.0
Brazil,2020-06-18,978142.0,22765.0
Brazil,2020-06-19,1032913.0,54771.0
Brazil,2020-06-20,1067579.0,34666.0
Brazil,2020-06-21,1083341.0,15762.0
Brazil,2020-06-22,1106470.0,23129.0
Brazil,2020-06-23,1145906.0,39436.0
Brazil,2020-06-24,1188631.0,42725.0
Brazil,2020-06-25,1228114.0,39483.0
Brazil,2020-06-26,1274974.0,46860.0
Brazil,2020-06-27,1313667.0,38693.0
Brazil,2020-06-28,1344143.0,30476.0
Brazil,2020-06-29,1368195.0,24052.0
Brazil,2020-06-30,1402041.0,33846.0
Brazil,2020-07-01,1448753.0,46712.0
Brazil,2020-07-02,1496858.0,48105.0
Brazil,2020-07-03,1539081.0,42223.0
Brazil,2020-07-04,1577004.0,37923.0
Brazil,2020-07-05,1603055.0,26051.0
Brazil,2020-07-06,1623284.0,20229.0
Brazil,2020-07-07,1668589.0,45305.0
Brazil,2020-07-08,1713160.0,44571.0
Brazil,2020-07-09,1755779.0,42619.0
Brazil,2020-07-10,1800827.0,45048.0
Brazil,2020-07-11,1839850.0,39023.0
Brazil,2020-07-12,1864681.0,24831.0
Brazil,2020-07-13,1884967.0,20286.0
Brazil,2020-07-14,1926824.0,41857.0
Brazil,2020-07-15,1966748.0,39924.0
Brazil,2020-07-16,2012151.0,45403.0
Brazil,2020-07-17,2046328.0,34177.0
Brazil,2020-07-18,2074860.0,28532.0
Brazil,2020-07-19,2098389.0,23529.0
Brazil,2020-07-20,2118646.0,20257.0
Brazil,2020-07-21,2159654.0,41008.0
Brazil,2020-07-22,2227514.0,67860.0
Brazil,2020-07-23,2287475.0,59961.0
Brazil,2020-07-24,2343366.0,55891.0
Brazil,2020-07-25,2394513.0,51147.0
Brazil,2020-07-26,2419091.0,24578.0
Brazil,2020-07-27,2442375.0,23284.0
Brazil,2020-07-28,2483191.0,40816.0
Brazil,2020-07-29,2552265.0,69074.0
Brazil,2020-07-30,2610102.0,57837.0
Brazil,2020-07-31,2662485.0,52383.0
Brazil,2020-08-01,2707877.0,45392.0
Brazil,2020-08-02,2733677.0,25800.0
Brazil,2020-08-03,2750318.0,16641.0
Brazil,2020-08-04,2801921.0,51603.0
Brazil,2020-08-05,2859073.0,57152.0
Brazil,2020-08-06,2912212.0,53139.0
Brazil,2020-08-07,2962442.0,50230.0
Brazil,2020-08-08,3012412.0,49970.0
Brazil,2020-08-09,3035422.0,23010.0
Brazil,2020-08-10,3057470.0,22048.0
Brazil,2020-08-11,3109630.0,52160.0
Brazil,2020-08-12,3164785.0,55155.0
Brazil,2020-08-13,3224876.0,60091.0
Brazil,2020-08-14,3275520.0,50644.0
Brazil,2020-08-15,3317096.0,41576.0
Brazil,2020-08-16,3340197.0,23101.0
Brazil,2020-08-17,3359570.0,19373.0
Brazil,2020-08-18,3407354.0,47784.0
Brazil,2020-08-19,3456652.0,49298.0
Brazil,2020-08-20,3501975.0,45323.0
Brazil,2020-08-21,3532330.0,30355.0
Brazil,2020-08-22,3582362.0,50032.0
Brazil,2020-08-23,3605783.0,23421.0
Brazil,2020-08-24,3622861.0,17078.0
Brazil,2020-08-25,3669995.0,47134.0
Brazil,2020-08-26,3717156.0,47161.0
Brazil,2020-08-27,3761391.0,44235.0
Brazil,2020-08-28,3804803.0,43412.0
Brazil,2020-08-29,3846153.0,41350.0
Brazil,2020-08-30,3862311.0,16158.0
Brazil,2020-08-31,3908272.0,45961.0
Brazil,2020-09-01,3950931.0,42659.0
Brazil,2020-09-02,3997865.0,46934.0
Brazil,2020-09-03,4041638.0,43773.0
Brazil,2020-09-04,4091801.0,50163.0
Brazil,2020-09-05,4123000.0,31199.0
Brazil,2020-09-06,4137521.0,14521.0
Brazil,2020-09-07,4147794.0,10273.0
Brazil,2020-09-08,4162073.0,14279.0
Brazil,2020-09-09,4197889.0,35816.0
Brazil,2020-09-10,4238446.0,40557.0
Brazil,2020-09-11,4282164.0,43718.0
Brazil,2020-09-12,4315687.0,33523.0
Brazil,2020-09-13,4330455.0,14768.0
Brazil,2020-09-14,4345610.0,15155.0
Brazil,2020-09-15,4382263.0,36653.0
Brazil,2020-09-16,4419083.0,36820.0
Brazil,2020-09-17,4455386.0,36303.0
Brazil,2020-09-18,4495183.0,39797.0
Brazil,2020-09-19,4528240.0,33057.0
Brazil,2020-09-20,4544629.0,16389.0
Brazil,2020-09-21,4558040.0,13411.0
Brazil,2020-09-22,4591364.0,33324.0
Brazil,2020-09-23,4591364.0,0.0
Brazil,2020-09-24,4657702.0,66338.0
Brazil,2020-09-25,4689613.0,31911.0
Brazil,2020-09-26,4717991.0,28378.0
Brazil,2020-09-27,4732309.0,14318.0
Brazil,2020-09-28,4745464.0,13155.0
Brazil,2020-09-29,4777522.0,32058.0
Brazil,2020-09-30,4810935.0,33413.0
Brazil,2020-10-01,4847092.0,36157.0
Brazil,2020-10-02,4847092.0,0.0
Brazil,2020-10-03,4906833.0,59741.0
Brazil,2020-10-04,4915289.0,8456.0
Brazil,2020-10-05,4927235.0,11946.0
Brazil,2020-10-06,4969141.0,41906.0
Brazil,2020-10-07,5000694.0,31553.0
Brazil,2020-10-08,5028444.0,27750.0
Brazil,2020-10-09,5055888.0,27444.0
Brazil,2020-10-10,5082637.0,26749.0
Brazil,2020-10-11,5094979.0,12342.0
Brazil,2020-10-12,5103408.0,8429.0
Brazil,2020-10-13,5113628.0,10220.0
Brazil,2020-10-14,5140863.0,27235.0
Brazil,2020-10-15,5169386.0,28523.0
Brazil,2020-10-16,5200300.0,30914.0
Brazil,2020-10-17,5224362.0,24062.0
Brazil,2020-10-18,5224362.0,0.0
Brazil,2020-10-19,5250727.0,26365.0
Brazil,2020-10-20,5273954.0,23227.0
Brazil,2020-10-21,5298772.0,24818.0
Brazil,2020-10-22,5323630.0,24858.0
Brazil,2020-10-23,5353656.0,30026.0
Brazil,2020-10-24,5380635.0,26979.0
Brazil,2020-10-25,5394128.0,13493.0
Brazil,2020-10-26,5409854.0,15726.0
Brazil,2020-10-27,5439641.0,29787.0
Brazil,2020-10-28,5468270.0,28629.0
Brazil,2020-10-29,5494376.0,26106.0
Brazil,2020-10-30,5516658.0,22282.0
Brazil,2020-10-31,5535605.0,18947.0
Brazil,2020-11-01,5545705.0,10100.0
Brazil,2020-11-02,5554206.0,8501.0
Brazil,2020-11-03,5566049.0,11843.0
Brazil,2020-11-04,5590025.0,23976.0
Brazil,2020-11-05,5590025.0,0.0
Brazil,2020-11-06,5631181.0,41156.0
Brazil,2020-11-07,5653561.0,22380.0
Brazil,2020-11-08,5664115.0,10554.0
Brazil,2020-11-09,5675032.0,10917.0
Brazil,2020-11-10,5699005.0,23973.0
Brazil,2020-11-11,5747660.0,48655.0
Brazil,2020-11-12,5781582.0,33922.0
Brazil,2020-11-13,5810652.0,29070.0
Brazil,2020-11-14,5848959.0,38307.0
Brazil,2020-11-15,5863093.0,14134.0
Brazil,2020-11-16,5876464.0,13371.0
Brazil,2020-11-17,5911758.0,35294.0
Brazil,2020-11-18,5945849.0,34091.0
Brazil,2020-11-19,5981767.0,35918.0
Brazil,2020-11-20,6020164.0,38397.0
Brazil,2020-11-21,6052786.0,32622.0
Brazil,2020-11-22,6071401.0,18615.0
Brazil,2020-11-23,6087608.0,16207.0
Brazil,2020-11-24,6118708.0,31100.0
Brazil,2020-11-25,6166606.0,47898.0
Brazil,2020-11-26,6204220.0,37614.0
Brazil,2020-11-27,6238350.0,34130.0
Brazil,2020-11-28,6290272.0,51922.0
Brazil,2020-11-29,6314740.0,24468.0
Brazil,2020-11-30,6335878.0,21138.0
Brazil,2020-12-01,6386787.0,50909.0
Brazil,2020-12-02,6436650.0,49863.0
Brazil,2020-12-03,6487084.0,50434.0
Brazil,2020-12-04,6533968.0,46884.0
Brazil,2020-12-05,6577177.0,43209.0
Brazil,2020-12-06,6603540.0,26363.0
Brazil,2020-12-07,6623911.0,20371.0
Brazil,2020-12-08,6674999.0,51088.0
Brazil,2020-12-09,6728452.0,53453.0
Brazil,2020-12-10,6781799.0,53347.0
Brazil,2020-12-11,6836227.0,54428.0
Brazil,2020-12-12,6880127.0,43900.0
Brazil,2020-12-13,6901952.0,21825.0
Brazil,2020-12-14,6927145.0,25193.0
Brazil,2020-12-15,6970034.0,42889.0
Brazil,2020-12-16,7040608.0,70574.0
Brazil,2020-12-17,7110434.0,69826.0
Brazil,2020-12-18,7162978.0,52544.0
Brazil,2020-12-19,7213155.0,50177.0
Brazil,2020-12-20,7238600.0,25445.0
Brazil,2020-12-21,7263619.0,25019.0
Brazil,2020-12-22,7318821.0,55202.0
Brazil,2020-12-23,7365517.0,46696.0
Brazil,2020-12-24,7423945.0,58428.0
Brazil,2020-12-25,7448560.0,24615.0
Brazil,2020-12-26,7465806.0,17246.0
Brazil,2020-12-27,7484285.0,18479.0
Brazil,2020-12-28,7504833.0,20548.0
Brazil,2020-12-29,7563551.0,58718.0
Brazil,2020-12-30,7619200.0,55649.0
Brazil,2020-12-31,7675973.0,56773.0
Brazil,2021-01-01,7700578.0,24605.0
Brazil,2021-01-02,7716405.0,15827.0
Brazil,2021-01-03,7733746.0,17341.0
Brazil,2021-01-04,7753752.0,20006.0
Brazil,2021-01-05,7810400.0,56648.0
Brazil,2021-01-06,7873830.0,63430.0
Brazil,2021-01-07,7961673.0,87843.0
Brazil,2021-01-08,8013708.0,52035.0
Brazil,2021-01-09,8075998.0,62290.0
Brazil,2021-01-10,8105790.0,29792.0
Brazil,2021-01-11,8131612.0,25822.0
Brazil,2021-01-12,8195637.0,64025.0
Brazil,2021-01-13,8256536.0,60899.0
Brazil,2021-01-14,8324294.0,67758.0
Brazil,2021-01-15,8393492.0,69198.0
Brazil,2021-01-16,8455059.0,61567.0
Brazil,2021-01-17,8488099.0,33040.0
Brazil,2021-01-18,8511770.0,23671.0
Brazil,2021-01-19,8573864.0,62094.0
Brazil,2021-01-20,8638249.0,64385.0
Brazil,2021-01-21,8697368.0,59119.0
Brazil,2021-01-22,8753920.0,56552.0
Brazil,2021-01-23,8816254.0,62334.0
Brazil,2021-01-24,8844577.0,28323.0
Brazil,2021-01-25,8871393.0,26816.0
Brazil,2021-01-26,8933356.0,61963.0
Brazil,2021-01-27,8996876.0,63520.0
Brazil,2021-01-28,9058687.0,61811.0
Brazil,2021-01-29,9118513.0,59826.0
Brazil,2021-01-30,9176975.0,58462.0
Brazil,2021-01-31,9204731.0,27756.0
Brazil,2021-02-01,9229322.0,24591.0
Brazil,2021-02-02,9283418.0,54096.0
Brazil,2021-02-03,9339420.0,56002.0
Brazil,2021-02-04,9396293.0,56873.0
Brazil,2021-02-05,9447165.0,50872.0
Brazil,2021-02-06,9447165.0,0.0
Brazil,2021-02-07,9524640.0,77475.0
Brazil,2021-02-08,9524640.0,0.0
Brazil,2021-02-09,9599565.0,74925.0
Brazil,2021-02-10,9659167.0,59602.0
Brazil,2021-02-11,9713909.0,54742.0
Brazil,2021-02-12,9765455.0,51546.0
Brazil,2021-02-13,9809754.0,44299.0
Brazil,2021-02-14,9834513.0,24759.0
Brazil,2021-02-15,9866710.0,32197.0
Brazil,2021-02-16,9921981.0,55271.0
Brazil,2021-02-17,9978747.0,56766.0
Brazil,2021-02-18,10030626.0,51879.0
Brazil,2021-02-19,10084208.0,53582.0
Brazil,2021-02-20,10139148.0,54940.0
Brazil,2021-02-21,10168174.0,29026.0
Brazil,2021-02-22,10195160.0,26986.0
Brazil,2021-02-23,10257875.0,62715.0
Brazil,2021-02-24,10324463.0,66588.0
Brazil,2021-02-25,10390461.0,65998.0
Brazil,2021-02-26,10455630.0,65169.0
Brazil,2021-02-27,10517232.0,61602.0
Brazil,2021-02-28,10551259.0,34027.0
Brazil,2021-03-01,10587001.0,35742.0
Brazil,2021-03-02,10646926.0,59925.0
Brazil,2021-03-03,10718630.0,71704.0
Brazil,2021-03-04,10793732.0,75102.0
Brazil,2021-03-05,10869227.0,75495.0
Brazil,2021-03-06,10938836.0,69609.0
Brazil,2021-03-07,11019344.0,80508.0
Brazil,2021-03-08,11051665.0,32321.0
Brazil,2021-03-09,11122429.0,70764.0
Brazil,2021-03-10,11202305.0,79876.0
Brazil,2021-03-11,11277717.0,75412.0
Brazil,2021-03-12,11363380.0,85663.0
Brazil,2021-03-13,11439558.0,76178.0
Brazil,2021-03-14,11483370.0,43812.0
Brazil,2021-03-15,11519609.0,36239.0
Brazil,2021-03-16,11603535.0,83926.0
Brazil,2021-03-17,11693838.0,90303.0
Brazil,2021-03-18,11780820.0,86982.0
Brazil,2021-03-19,11871390.0,90570.0
Brazil,2021-03-20,11950459.0,79069.0
Brazil,2021-03-21,11998233.0,47774.0
Brazil,2021-03-22,12047526.0,49293.0
Brazil,2021-03-23,12130019.0,82493.0
Brazil,2021-03-24,12220011.0,89992.0
Brazil,2021-03-25,12320169.0,100158.0
Brazil,2021-03-26,12404414.0,84245.0
Brazil,2021-03-27,12490362.0,85948.0
Brazil,2021-03-28,12534688.0,44326.0
Brazil,2021-03-29,12573615.0,38927.0
Brazil,2021-03-30,12658109.0,84494.0
Brazil,2021-03-31,12748747.0,90638.0
Brazil,2021-04-01,12839844.0,91097.0
Brazil,2021-04-02,12910082.0,70238.0
Brazil,2021-04-03,12953597.0,43515.0
Brazil,2021-04-04,12984956.0,31359.0
Brazil,2021-04-05,13013601.0,28645.0
Brazil,2021-04-06,13100580.0,86979.0
Brazil,2021-04-07,13193205.0,92625.0
Brazil,2021-04-08,13279857.0,86652.0
Brazil,2021-04-09,13373174.0,93317.0
Brazil,2021-04-10,13445006.0,71832.0
Brazil,2021-04-11,13482023.0,37017.0
Brazil,2021-04-12,13517808.0,35785.0
Brazil,2021-04-13,13599994.0,82186.0
Brazil,2021-04-14,13673507.0,73513.0
Brazil,2021-04-15,13746681.0,73174.0
Brazil,2021-04-16,13832455.0,85774.0
Brazil,2021-04-17,13900091.0,67636.0
Brazil,2021-04-18,13943071.0,42980.0
Brazil,2021-04-19,13973695.0,30624.0
Brazil,2021-04-20,14043076.0,69381.0
Brazil,2021-04-21,14122795.0,79719.0
Brazil,2021-04-22,14167973.0,45178.0
Brazil,2021-04-23,14237078.0,69105.0
Brazil,2021-04-24,14308215.0,71137.0
Brazil,2021-04-25,14340787.0,32572.0
Brazil,2021-04-26,14369423.0,28636.0
Brazil,2021-04-27,14441563.0,72140.0
Brazil,2021-04-28,14521289.0,79726.0
Brazil,2021-04-29,14590678.0,69389.0
Brazil,2021-04-30,14659011.0,68333.0
Brazil,2021-05-01,14725975.0,66964.0
Brazil,2021-05-02,14754910.0,28935.0
Brazil,2021-05-03,14779529.0,24619.0
Brazil,2021-05-04,14856888.0,77359.0
Brazil,2021-05-05,14930183.0,73295.0
Brazil,2021-05-06,15003563.0,73380.0
Brazil,2021-05-07,15082449.0,78886.0
Brazil,2021-05-08,15145879.0,63430.0
Brazil,2021-05-09,15184790.0,38911.0
Brazil,2021-05-10,15209990.0,25200.0
Brazil,2021-05-11,15282705.0,72715.0
Brazil,2021-05-12,15359397.0,76692.0
Brazil,2021-05-13,15433989.0,74592.0
Brazil,2021-05-14,15519525.0,85536.0
Brazil,2021-05-15,15586534.0,67009.0
Brazil,2021-05-16,15627243.0,40709.0
Brazil,2021-05-17,15657391.0,30148.0
Brazil,2021-05-18,15732836.0,75445.0
Brazil,2021-05-19,15812055.0,79219.0
Brazil,2021-05-20,15894094.0,82039.0
Brazil,2021-05-21,15970949.0,76855.0
Brazil,2021-05-22,16047439.0,76490.0
Brazil,2021-05-23,16083258.0,35819.0
Brazil,2021-05-24,16120756.0,37498.0
Brazil,2021-05-25,16194209.0,73453.0
Brazil,2021-05-26,16274695.0,80486.0
Brazil,2021-05-27,16342162.0,67467.0
Brazil,2021-05-28,16391930.0,49768.0
Brazil,2021-05-29,16471600.0,79670.0
Brazil,2021-05-30,16515120.0,43520.0
Brazil,2021-05-31,16545554.0,30434.0
Brazil,2021-06-01,16624480.0,78926.0
Brazil,2021-06-02,16720081.0,95601.0
Brazil,2021-06-03,16803472.0,83391.0
Brazil,2021-06-04,16841408.0,37936.0
Brazil,2021-06-05,16907425.0,66017.0
Brazil,2021-06-06,16947062.0,39637.0
Brazil,2021-06-07,16984218.0,37156.0
Brazil,2021-06-08,17037129.0,52911.0
Brazil,2021-06-09,17122877.0,85748.0
Brazil,2021-06-10,17210969.0,88092.0
Brazil,2021-06-11,17296118.0,85149.0
Brazil,2021-06-12,17374818.0,78700.0
Brazil,2021-06-13,17412766.0,37948.0
Brazil,2021-06-14,17452612.0,39846.0
Brazil,2021-06-15,17533221.0,80609.0
Brazil,2021-06-16,17628588.0,95367.0
Brazil,2021-06-17,17702630.0,74042.0
Brazil,2021-06-18,17801462.0,98832.0
Brazil,2021-06-19,17883750.0,82288.0
Brazil,2021-06-20,17927928.0,44178.0
Brazil,2021-06-21,17966831.0,38903.0
Brazil,2021-06-22,18054653.0,87822.0
Brazil,2021-06-23,18169881.0,115228.0
Brazil,2021-06-24,18243483.0,73602.0
Brazil,2021-06-25,18322760.0,79277.0
Brazil,2021-06-26,18386894.0,64134.0
Brazil,2021-06-27,18420598.0,33704.0
Brazil,2021-06-28,18448402.0,27804.0
Brazil,2021-06-29,18513305.0,64903.0
Brazil,2021-06-30,18557141.0,43836.0
Brazil,2021-07-01,18622304.0,65163.0
Brazil,2021-07-02,18687469.0,65165.0
Brazil,2021-07-03,18742025.0,54556.0
Brazil,2021-07-04,18769808.0,27783.0
Brazil,2021-07-05,18792511.0,22703.0
Brazil,2021-07-06,18855015.0,62504.0
Brazil,2021-07-07,18909037.0,54022.0
Brazil,2021-07-08,18962762.0,53725.0
Brazil,2021-07-09,19020499.0,57737.0
Brazil,2021-07-10,19069003.0,48504.0
Brazil,2021-07-11,19089940.0,20937.0
Brazil,2021-07-12,19106971.0,17031.0
Brazil,2021-07-13,19151993.0,45022.0
Brazil,2021-07-14,19209729.0,57736.0
Brazil,2021-07-15,19262518.0,52789.0
Brazil,2021-07-16,19308109.0,45591.0
Brazil,2021-07-17,19342448.0,34339.0
Brazil,2021-07-18,19376574.0,34126.0
Brazil,2021-07-19,19391845.0,15271.0
Brazil,2021-07-20,19419437.0,27592.0
Brazil,2021-07-21,19473954.0,54517.0
Brazil,2021-07-22,19523711.0,49757.0
Brazil,2021-07-23,19632443.0,108732.0
Brazil,2021-07-24,19670534.0,38091.0
Brazil,2021-07-25,19688663.0,18129.0
Brazil,2021-07-26,19707662.0,18999.0
Brazil,2021-07-27,19749073.0,41411.0
Brazil,2021-07-28,19797086.0,48013.0
Brazil,2021-07-29,19839369.0,42283.0
Brazil,2021-07-30,19880273.0,40904.0
Brazil,2021-07-31,19917855.0,37582.0
Brazil,2021-08-01,19938358.0,20503.0
Brazil,2021-08-02,19953501.0,15143.0
Brazil,2021-08-03,19985817.0,32316.0
Brazil,2021-08-04,20026533.0,40716.0
Brazil,2021-08-05,20066587.0,40054.0
Brazil,2021-08-06,20108746.0,42159.0
Brazil,2021-08-07,20151779.0,43033.0
Brazil,2021-08-08,20165672.0,13893.0
Brazil,2021-08-09,20177757.0,12085.0
Brazil,2021-08-10,20212642.0,34885.0
Brazil,2021-08-11,20245085.0,32443.0
Brazil,2021-08-12,20285067.0,39982.0
Brazil,2021-08-13,20319000.0,33933.0
Brazil,2021-08-14,20350142.0,31142.0
Brazil,2021-08-15,20364099.0,13957.0
Brazil,2021-08-16,20378570.0,14471.0
Brazil,2021-08-17,20416183.0,37613.0
Brazil,2021-08-18,20457897.0,41714.0
Brazil,2021-08-19,20494212.0,36315.0
Brazil,2021-08-20,20528099.0,33887.0
Brazil,2021-08-21,20556487.0,28388.0
Brazil,2021-08-22,20570891.0,14404.0
Brazil,2021-08-23,20583994.0,13103.0
Brazil,2021-08-24,20614866.0,30872.0
Brazil,2021-08-25,20645537.0,30671.0
Brazil,2021-08-26,20676561.0,31024.0
Brazil,2021-08-27,20703906.0,27345.0
Brazil,2021-08-28,20728605.0,24699.0
Brazil,2021-08-29,20741815.0,13210.0
Brazil,2021-08-30,20752281.0,10466.0
Brazil,2021-08-31,20776870.0,24589.0
Brazil,2021-09-01,20804215.0,27345.0
Brazil,2021-09-02,20830495.0,26280.0
Brazil,2021-09-03,20856060.0,25565.0
Brazil,2021-09-04,20877864.0,21804.0
Brazil,2021-09-05,20890779.0,12915.0
Brazil,2021-09-06,20899933.0,9154.0
Brazil,2021-09-07,20914237.0,14304.0
Brazil,2021-09-08,20928008.0,13771.0
Brazil,2021-09-09,20958899.0,30891.0
Brazil,2021-09-10,20974850.0,15951.0
Brazil,2021-09-11,20989164.0,14314.0
Brazil,2021-09-12,20999779.0,10615.0
Brazil,2021-09-13,21006424.0,6645.0
Brazil,2021-09-14,21019830.0,13406.0
Brazil,2021-09-15,21034610.0,14780.0
Brazil,2021-09-16,21069017.0,34407.0
Brazil,2021-09-17,21080219.0,11202.0
Brazil,2021-09-18,21230325.0,
Brazil,2021-09-19,21239783.0,9458.0
Brazil,2021-09-20,21247667.0,7884.0
Brazil,2021-09-21,21247094.0,-573.0
Brazil,2021-09-22,21283567.0,36473.0
Brazil,2021-09-23,21308178.0,24611.0
Brazil,2021-09-24,21327616.0,19438.0
Brazil,2021-09-25,21343304.0,15688.0
Brazil,2021-09-26,21351972.0,8668.0
Brazil,2021-09-27,21366395.0,14423.0
Brazil,2021-09-28,21381790.0,15395.0
Brazil,2021-09-29,21399546.0,17756.0
Brazil,2021-09-30,21427073.0,27527.0
Brazil,2021-10-01,21445651.0,18578.0
Brazil,2021-10-02,21459117.0,13466.0
Brazil,2021-10-03,21468121.0,9004.0
Brazil,2021-10-04,21478546.0,10425.0
Brazil,2021-10-05,21499074.0,20528.0
Brazil,2021-10-06,21516967.0,17893.0
Brazil,2021-10-07,21532558.0,15591.0
Brazil,2021-10-08,21550730.0,18172.0
Brazil,2021-10-09,21567181.0,16451.0
Brazil,2021-10-10,21575820.0,8639.0
Brazil,2021-10-11,21582738.0,6918.0
Brazil,2021-10-12,21590097.0,7359.0
Brazil,2021-10-13,21597949.0,7852.0
Brazil,2021-10-14,21612237.0,14288.0
Brazil,2021-10-15,21627476.0,15239.0
Brazil,2021-10-16,21638726.0,11250.0
Brazil,2021-10-17,21644464.0,5738.0
Brazil,2021-10-18,21651910.0,7446.0
Brazil,2021-10-19,21664879.0,12969.0
Brazil,2021-10-20,21680488.0,15609.0
Brazil,2021-10-21,21697341.0,16853.0
Brazil,2021-10-22,21711843.0,14502.0
Brazil,2021-10-23,21723559.0,11716.0
Brazil,2021-10-24,21729763.0,6204.0
Brazil,2021-10-25,21735560.0,5797.0
Brazil,2021-10-26,21748984.0,13424.0
Brazil,2021-10-27,21766168.0,17184.0
Brazil,2021-10-28,21781436.0,15268.0
Brazil,2021-10-29,21793401.0,11965.0
Brazil,2021-10-30,21804094.0,10693.0
Brazil,2021-10-31,21810855.0,6761.0
Brazil,2021-11-01,21814693.0,3838.0
